latitude;longitude;data;hora;Sinistro;Chuva;tipo_via_num;tp_veiculo_bicicleta;tp_veiculo_caminhao;tp_veiculo_motocicleta;tp_veiculo_nao_disponivel;tp_veiculo_onibus;tp_veiculo_outros;tp_veiculo_automovel
-22,32363152;-49,07867357;27/02/2025;2;0;0;0;0;0;0;0;0;0;0
-22,29333678;-49,04390708;08/10/2024;0;0;0;0;0;0;0;0;0;0;0
-22,33905886;-49,02946937;19/05/2022;16;1;0;0;0;0;0;0;0;0;1
-22,33366259;-49,06889861;07/12/2023;7;1;0;0;0;0;1;0;0;0;1
-22,3277446;-49,10450174;18/11/2024;16;0;1;0;0;0;0;0;0;0;0
-22,35754354;-49,03274478;21/04/2023;15;0;0;0;0;0;0;0;0;0;0
-22,36480424;-49,10693667;10/11/2024;9;0;0;0;0;0;0;0;0;0;0
-22,32997402;-49,26596094;09/03/2023;9;0;1;0;0;0;0;0;0;0;0
-22,31745635;-49,11015249;03/06/2022;23;1;0;0;0;0;1;0;0;0;0
-22,24164744;-49,13961301;20/09/2024;19;0;0;0;0;0;0;0;0;0;0
-22,30443532;-49,06240671;06/02/2025;15;0;0;0;0;0;0;0;0;0;0
-22,33630735;-49,06851227;21/10/2023;18;0;0;0;0;0;0;0;0;0;0
-22,31648377;-49,06349579;09/10/2022;20;0;0;0;0;0;0;0;0;0;0
-22,302528;-49,03607;01/04/2024;1;0;0;0;0;0;0;0;0;0;0
-22,38802261;-49,03339017;30/11/2023;5;0;1;0;0;0;0;0;0;0;0
-22,3202883;-49,0683619;20/02/2023;21;1;0;0;0;0;0;0;0;0;0
-22,30199032;-49,04530059;19/01/2025;8;0;0;0;0;0;0;0;0;0;0
-22,3258962;-49,07970414;03/10/2023;15;1;0;0;0;0;0;0;0;0;0
-22,30019868;-49,03029351;16/06/2024;1;0;0;0;0;0;0;0;0;0;0
-22,34009004;-49,07646532;06/09/2022;8;0;0;0;0;0;0;0;0;0;0
-22,34407883;-49,0512962;30/06/2023;16;0;0;0;0;0;0;0;0;0;0
-22,3181673;-49,1141282;28/12/2024;21;1;1;0;0;0;0;0;0;0;0
-22,31378278;-49,07905897;02/02/2023;14;0;0;0;0;0;0;0;0;0;0
-22,32851926;-49,05519198;26/03/2022;10;1;0;0;0;0;0;0;0;0;0
-22,39476829;-49,09671258;09/04/2022;14;0;1;0;0;0;0;0;0;0;0
-22,3191437;-49,04796329;19/05/2022;8;0;0;0;0;0;0;0;0;0;0
-22,351322;-49,043034;20/05/2023;21;1;0;0;0;0;0;0;0;0;0
-22,20946544;-49,18732027;05/01/2025;17;0;0;0;0;0;0;0;0;0;0
-22,30808322;-49,02785545;02/02/2022;9;0;0;0;0;0;0;0;0;0;0
-22,323414;-49,056515;10/11/2023;18;1;0;0;0;0;0;0;0;0;0
-22,27956278;-49,07176898;23/01/2022;18;1;0;0;0;0;0;0;0;0;0
-22,28168825;-49,08249957;12/06/2022;7;0;0;0;0;0;0;0;0;0;0
-22,34063339;-49,02374765;30/06/2022;1;0;1;0;0;0;0;0;0;0;0
-22,39594254;-49,0853036;17/05/2023;22;0;1;0;0;0;0;0;0;0;0
-22,30469118;-49,09904273;01/01/2023;6;1;0;0;0;0;1;0;0;0;1
-22,30366275;-49,08492904;13/11/2023;17;0;0;0;0;0;0;0;0;0;0
-22,33534356;-49,0325705;20/05/2024;12;1;0;0;1;0;0;0;1;0;0
-22,33385273;-49,06569426;08/03/2022;7;1;0;0;0;0;0;0;0;0;0
-22,31155161;-48,99578078;11/10/2022;1;0;0;0;0;0;0;0;0;0;0
-22,339163;-49,07183;18/10/2024;0;0;0;0;0;0;0;0;0;0;0
-22,28829811;-49,07322104;20/05/2024;9;0;0;0;0;0;0;0;0;0;0
-22,32311356;-49,0523499;21/02/2024;20;1;0;1;0;1;0;0;0;1;1
-22,3504703;-49,0448488;11/08/2024;2;0;0;1;0;0;0;0;0;0;0
-22,33227347;-49,0863074;08/01/2022;19;1;0;0;0;0;0;0;0;0;0
-22,38660422;-49,07879646;14/02/2024;12;0;0;0;0;0;0;0;0;0;0
-22,32293064;-49,05490976;30/05/2023;15;0;1;0;0;0;0;0;0;0;0
-22,33505588;-49,07063178;19/10/2022;17;1;0;0;0;0;0;0;0;0;0
-22,33692783;-49,0667906;20/08/2023;21;1;0;0;0;0;1;0;0;0;1
-22,31732028;-49,08682739;02/01/2023;23;0;0;0;0;0;0;0;0;0;0
-22,3298943;-49,12030691;17/12/2022;20;1;0;0;0;0;0;0;0;0;0
-22,27799528;-49,05901301;28/12/2022;21;0;0;0;0;0;0;0;0;0;0
-22,326834;-49,02573;17/02/2024;22;1;0;0;0;0;1;0;0;0;0
-22,30718086;-49,09509089;18/03/2023;0;0;0;0;0;0;0;0;0;0;0
-22,32042528;-49,09628263;12/12/2023;1;0;1;0;0;0;0;0;0;0;0
-22,3313612;-49,0739759;26/01/2024;10;0;0;0;0;0;0;0;0;0;0
-22,34239539;-49,0754312;02/03/2024;10;1;0;0;0;0;0;0;0;0;3
-22,3183321;-49,0632983;23/10/2024;11;1;0;0;0;0;1;0;0;0;1
-22,28247753;-49,04173099;30/07/2024;15;0;0;0;0;0;0;0;0;0;0
-22,14022012;-49,22521926;15/04/2023;18;0;0;0;0;0;0;0;0;0;0
-22,33368469;-49,05672383;21/02/2024;6;0;0;0;0;0;0;0;0;0;0
-22,29859096;-49,05893339;02/01/2025;9;0;0;0;0;0;0;0;0;0;0
-22,32389513;-49,02751596;05/03/2023;13;1;0;0;0;0;0;0;0;0;0
-22,30430219;-49,04625316;05/04/2024;15;0;0;0;0;0;0;0;0;0;0
-22,32688135;-49,03411992;14/08/2024;9;0;0;0;0;0;0;0;0;0;0
-22,30149532;-49,0848292;13/06/2024;17;0;0;0;0;0;0;0;0;0;0
-22,21654967;-49,17041957;04/09/2022;12;0;0;1;0;0;0;0;0;0;0
-22,27425192;-49,06822976;19/06/2023;22;1;0;0;0;0;1;0;0;0;1
-22,16455916;-49,19442685;17/08/2023;7;0;0;0;0;0;0;0;0;0;0
-22,31829425;-49,10787297;20/08/2022;13;0;0;0;0;0;0;0;0;0;0
-22,28181396;-49,08674314;21/05/2023;14;1;0;0;0;0;1;0;0;0;1
-22,3157744;-49,0728131;23/12/2024;15;1;0;0;0;0;1;0;0;0;1
-22,3234025;-49,05791846;17/06/2022;9;1;0;0;0;0;0;0;0;0;0
-22,3258962;-49,07970414;27/11/2022;4;0;0;0;0;0;0;0;0;0;0
-22,32223389;-49,10076601;20/06/2023;18;1;0;0;0;0;0;1;0;0;0
-22,32150691;-49,12301725;16/03/2024;13;0;0;0;0;0;0;0;0;0;0
-22,33621183;-49,06831323;30/04/2022;11;1;0;0;0;0;0;0;0;0;0
-22,33204437;-49,11255235;11/05/2024;9;0;0;0;0;0;0;0;0;0;0
-22,3258962;-49,07970414;15/07/2024;15;1;0;0;0;0;0;0;0;0;0
-22,31720722;-49,07045465;10/08/2023;7;1;0;0;0;0;0;0;0;0;3
-22,31370067;-49,03369075;10/10/2024;7;1;0;0;0;0;0;0;0;0;0
-22,3534;-49,098377;17/09/2022;9;0;0;0;0;0;0;0;0;0;0
-22,29860304;-49,0708461;27/05/2024;18;1;0;0;0;0;0;0;0;0;1
-22,32686971;-49,05020857;09/05/2022;9;1;0;0;0;0;1;0;0;0;0
-22,32708467;-49,00985232;10/03/2024;3;0;0;1;0;0;0;0;0;0;0
-22,28229474;-49,0594249;18/01/2025;10;0;0;0;0;0;0;0;0;0;0
-22,36143;-49,0399865;14/07/2024;7;1;0;1;0;0;0;0;0;0;2
-22,3274155;-49,0590034;14/02/2025;13;1;0;0;0;0;0;0;0;0;0
-22,34391791;-49,05777138;09/05/2022;20;0;0;0;0;0;0;0;0;0;0
-22,33058478;-49,07592612;11/06/2023;17;0;1;0;0;0;0;0;0;0;0
-22,33067802;-48,91944493;17/06/2024;6;1;0;1;0;0;0;0;0;0;0
-22,30523381;-49,0068871;14/07/2024;12;1;0;0;0;0;0;0;0;0;0
-22,30028129;-49,05731883;27/04/2022;22;0;0;0;0;0;0;0;0;0;0
-22,32383197;-49,02504767;16/12/2023;17;0;0;0;0;0;0;0;0;0;0
-22,30954951;-49,08641905;14/06/2022;16;1;0;0;0;0;0;0;0;0;0
-22,35772011;-49,0332077;01/10/2023;1;0;0;0;0;0;0;0;0;0;0
-22,30207402;-49,05769278;09/09/2024;3;0;0;0;0;0;0;0;0;0;0
-22,38171578;-49,0078942;18/03/2024;0;0;1;0;0;0;0;0;0;0;0
-22,09205929;-49,22823863;23/04/2022;4;0;0;0;0;0;0;0;0;0;0
-22,31827339;-49,07565574;25/02/2022;2;0;1;0;0;0;0;0;0;0;0
-22,34653624;-49,05766469;26/07/2022;19;0;0;0;0;0;0;0;0;0;0
-22,15343087;-49,10170599;14/08/2023;6;0;0;0;0;0;0;0;0;0;0
-22,32512449;-49,09968574;08/09/2024;19;0;0;0;0;0;0;0;0;0;0
-22,36579267;-49,09469849;27/09/2023;13;0;0;0;0;0;0;0;0;0;0
-22,32051235;-49,12314605;13/09/2022;18;0;1;0;0;0;0;0;0;0;0
-22,33099973;-49,1074674;11/03/2023;12;0;0;0;0;0;0;0;0;0;0
-22,16991952;-49,15371106;27/08/2023;22;0;0;0;0;0;0;0;0;0;0
-22,30812812;-49,12155104;07/06/2022;16;1;0;0;0;0;0;0;0;0;0
-22,33562859;-49,10657435;07/10/2023;19;0;0;0;0;0;0;0;0;0;0
-22,27684229;-49,0881121;22/04/2023;0;0;0;0;0;0;0;0;0;0;0
-22,31876166;-49,06462143;12/09/2023;1;0;0;0;0;0;0;0;0;0;0
-22,28973373;-49,0535117;18/01/2023;21;1;1;0;0;0;0;0;0;0;2
-22,32214772;-49,06674177;20/05/2023;21;1;0;0;0;0;1;0;0;0;0
-22,3179661;-49,0336275;18/07/2024;15;1;0;0;0;0;0;0;0;0;0
-22,28069427;-49,07559973;03/01/2024;5;0;0;0;0;0;0;0;0;0;0
-22,31196193;-49,07002824;03/07/2023;9;0;0;0;0;0;0;0;0;0;0
-22,3746422;-49,0493996;07/01/2024;22;1;0;1;0;0;0;0;0;0;0
-22,30570498;-49,05221445;21/01/2023;15;1;0;0;0;0;1;0;0;0;1
-22,33944239;-49,06046679;07/07/2023;4;0;0;0;0;0;0;0;0;0;0
-22,32208355;-49,04958471;06/05/2023;20;1;0;0;0;0;0;0;0;0;1
-22,32078015;-49,04151401;15/04/2022;15;0;1;0;0;0;0;0;0;0;0
-22,31945958;-49,02020997;11/12/2024;9;0;0;0;0;0;0;0;0;0;0
-22,28282876;-49,18507532;21/09/2022;9;0;0;0;0;0;0;0;0;0;0
-22,37949594;-49,096432;02/01/2024;6;0;1;0;0;0;0;0;0;0;0
-22,34827893;-49,10460983;26/02/2023;23;0;0;0;0;0;0;0;0;0;0
-22,3258962;-49,07970414;30/01/2023;15;0;1;0;0;0;0;0;0;0;0
-22,3131791;-49,0330251;13/06/2024;6;1;0;0;0;0;1;0;0;0;1
-22,30954951;-49,08641905;15/04/2024;1;1;0;0;0;0;0;0;0;0;0
-22,33258233;-49,03432825;06/11/2024;10;0;1;0;0;0;0;0;0;0;0
-22,33520543;-48,99937915;08/04/2022;14;0;0;0;0;0;0;0;0;0;0
-22,33672157;-49,05946911;19/04/2023;7;1;0;0;0;0;1;0;0;0;0
-22,3332457;-49,1078722;30/04/2024;0;0;0;0;0;0;0;0;0;0;0
-22,31571686;-49,13265539;07/01/2022;7;1;0;0;0;0;1;0;0;0;1
-22,33488783;-49,03446822;22/02/2024;1;0;0;0;0;0;0;0;0;0;0
-22,32427185;-49,03327086;03/06/2023;13;1;0;0;0;0;0;0;0;0;0
-22,326176;-49,056415;23/06/2024;19;0;0;0;0;0;0;0;0;0;0
-22,31294654;-49,08784525;22/04/2024;11;1;0;0;0;0;1;0;0;0;1
-22,33059337;-49,07596508;03/02/2025;6;0;0;0;0;0;0;0;0;0;0
-22,30839363;-49,10782734;19/02/2022;10;0;1;0;0;0;0;0;0;0;0
-22,2531906;-49,13356064;16/11/2024;8;0;0;0;0;0;0;0;0;0;0
-22,36143;-49,0399865;17/05/2024;16;1;0;1;0;0;0;0;0;0;1
-22,31004182;-49,01917391;09/12/2022;8;1;0;0;0;0;0;0;0;0;0
-22,30805692;-49,09045302;08/01/2023;21;1;0;0;0;0;0;0;0;0;0
-22,35462399;-48,99120084;31/03/2023;15;0;0;0;0;0;0;0;0;0;0
-22,3139241;-49,10931826;14/06/2022;3;0;0;0;0;0;0;0;0;0;0
-22,27289068;-49,06899822;10/01/2023;3;0;0;0;0;0;0;0;0;0;0
-22,32795799;-49,10871382;04/11/2022;18;1;0;0;0;0;0;0;0;0;0
-22,34809412;-49,061876;09/09/2022;22;0;0;0;0;0;0;0;0;0;0
-22,328403;-49,0976;25/05/2023;8;1;0;0;0;0;0;0;0;0;0
-22,28907341;-49,03921856;24/01/2024;20;0;0;0;0;0;0;0;0;0;0
-22,30788453;-49,12529764;29/11/2022;19;1;0;1;0;0;0;0;0;0;2
-22,29551358;-49,04082712;21/07/2022;15;1;0;0;0;0;0;0;0;0;0
-22,30803345;-49,09581305;22/06/2022;6;0;0;0;0;0;0;0;0;0;0
-22,32561942;-49,04722362;29/04/2023;6;0;0;0;0;0;0;0;0;0;0
-22,31739772;-49,04869666;07/08/2024;4;0;0;0;0;0;0;0;0;0;0
-22,24525707;-49,12957991;28/02/2025;17;1;0;1;0;0;1;0;0;0;0
-22,30405334;-49,0709574;16/12/2022;1;0;1;0;0;0;0;0;0;0;0
-22,3267726;-49,0882097;18/07/2023;7;0;0;0;0;0;0;0;0;0;0
-22,34367885;-49,0850808;19/10/2024;1;0;1;0;0;0;0;0;0;0;0
-22,34325439;-49,07711639;08/06/2024;22;0;0;0;0;0;0;0;0;0;0
-22,33528149;-49,03300455;09/01/2024;0;0;1;0;0;0;0;0;0;0;0
-22,315996;-49,016895;07/11/2023;18;1;0;0;0;0;0;0;0;0;0
-22,30626044;-49,0902788;22/10/2022;17;0;0;0;0;0;0;0;0;0;0
-22,28780043;-49,08016493;15/01/2025;8;0;0;1;0;0;0;0;0;0;0
-22,29127334;-49,05132495;21/10/2022;9;0;0;0;0;0;0;0;0;0;0
-22,331811;-49,08621403;28/01/2022;1;0;0;0;0;0;0;0;0;0;0
-22,3504703;-49,0448488;14/04/2024;4;1;0;1;0;0;0;0;0;0;1
-22,37428439;-49,04888508;04/07/2023;16;1;0;0;0;0;0;0;0;0;0
-22,32912824;-49,07127479;02/12/2022;7;1;1;0;0;0;1;0;0;0;0
-22,31388466;-49,06471226;08/11/2023;21;0;0;0;0;0;0;0;0;0;0
-22,3258962;-49,07970414;20/04/2024;21;0;0;0;0;0;0;0;0;0;0
-22,34397894;-49,07793834;09/02/2022;13;1;1;0;0;0;2;0;0;0;1
-22,2818;-49,07;27/01/2023;21;1;0;0;0;0;0;1;0;0;0
-22,30801554;-49,09222164;12/02/2022;21;1;0;0;0;0;0;0;0;0;0
-22,29196783;-49,07239551;25/02/2025;14;0;1;0;0;0;0;0;0;0;0
-22,32454012;-49,06521709;15/05/2022;7;1;0;0;0;0;0;0;0;0;2
-22,3391385;-49,0910906;10/09/2024;3;0;0;0;0;0;0;0;0;0;0
-22,27142339;-49,06601679;10/01/2025;5;0;0;0;0;0;0;0;0;0;0
-22,32826375;-49,06619729;06/04/2023;1;0;0;0;0;0;0;0;0;0;0
-22,30405334;-49,0709574;02/09/2024;19;1;0;0;0;0;0;0;0;0;0
-22,36108755;-49,0994237;06/12/2024;23;1;0;0;0;0;0;0;0;0;0
-22,31817613;-49,04267535;01/10/2022;5;0;0;0;0;0;0;0;0;0;0
-22,29909368;-49,09639877;17/05/2023;15;0;0;0;0;0;0;0;0;0;0
-22,33182364;-49,08613602;01/09/2024;16;1;0;0;0;0;0;0;0;0;1
-22,30988827;-49,07077098;17/11/2022;13;0;0;0;0;0;0;0;0;0;0
-22,33180152;-49,08627254;18/05/2022;11;1;0;0;0;0;0;0;0;0;0
-22,31311349;-49,13073675;19/07/2024;18;0;0;0;0;0;0;0;0;0;0
-22,31383353;-49,0322581;07/08/2022;14;0;0;0;0;0;0;0;0;0;0
-22,32025845;-49,0683869;31/12/2023;18;0;1;0;0;0;0;0;0;0;0
-22,32043774;-49,02175604;01/07/2023;17;1;0;0;0;0;0;0;0;0;0
-22,31815849;-49,11406931;22/08/2023;18;0;0;0;0;0;0;0;0;0;0
-22,24284381;-49,2079006;23/01/2022;12;0;0;0;0;0;0;0;0;0;0
-22,32314918;-49,13184677;15/11/2023;23;0;0;0;0;0;0;0;0;0;0
-22,18887523;-49,15371059;04/08/2023;2;0;1;0;0;0;0;0;0;0;0
-22,1653738;-49,10615609;27/08/2023;7;0;0;0;0;0;0;0;0;0;0
-22,3304341;-49,0739458;05/08/2022;20;0;0;0;0;0;0;0;0;0;0
-22,3264171;-49,3138241;27/04/2023;9;0;0;0;0;0;0;0;0;0;0
-22,31033487;-49,09215256;16/09/2024;21;0;0;0;0;0;0;0;0;0;0
-22,31105527;-49,07065809;11/09/2023;2;0;0;0;0;0;0;0;0;0;0
-22,19435325;-49,18883497;18/08/2023;11;0;0;0;0;0;0;0;0;0;0
-22,2959656;-49,06599179;30/09/2022;12;0;1;0;0;0;0;0;0;0;0
-22,32021476;-49,07497276;04/03/2023;18;1;1;0;0;0;1;0;0;0;0
-22,33214481;-49,08622383;21/03/2024;17;1;0;0;0;0;0;0;0;0;2
-22,39608815;-49,07838796;07/02/2022;16;0;0;0;0;0;0;0;0;0;0
-22,32703558;-49,09498709;12/06/2023;0;1;0;0;0;0;0;1;0;0;0
-22,32105817;-49,07725775;14/02/2024;2;1;0;0;0;0;0;0;0;0;0
-22,33405071;-49,0159959;07/03/2023;8;1;0;1;0;0;1;0;0;0;0
-22,29957143;-49,01092017;30/04/2022;6;0;0;0;0;0;0;0;0;0;0
-22,33681215;-49,06694991;13/08/2024;18;1;0;0;0;0;2;1;0;0;0
-22,25129966;-49,08106594;28/10/2024;11;0;0;0;0;0;0;0;0;0;0
-22,36427173;-49,10276102;30/06/2022;6;1;0;0;0;0;0;0;0;0;1
-22,32367544;-48,97296089;10/01/2023;0;0;0;0;0;0;0;0;0;0;0
-22,34325439;-49,07711639;26/05/2023;4;0;0;0;0;0;0;0;0;0;0
-22,34634771;-49,0948237;06/10/2023;14;1;0;0;0;0;1;0;0;1;0
-22,31169314;-49,05326774;21/08/2023;20;0;0;0;0;0;0;0;0;0;0
-22,2333616;-49,1513674;17/11/2022;16;1;0;1;0;0;1;0;0;0;0
-22,3268;-49,0807;03/10/2022;13;0;0;0;0;0;0;0;0;0;0
-22,3307911;-49,0782269;30/10/2024;1;0;0;0;0;0;0;0;0;0;0
-22,33395431;-48,94475336;17/11/2022;14;0;1;0;0;0;0;0;0;0;0
-22,31995379;-49,01895599;05/06/2024;8;1;0;0;0;0;0;0;0;0;0
-22,32611399;-49,03524043;30/12/2024;22;0;0;0;0;0;0;0;0;0;0
-22,3258962;-49,07970414;17/03/2024;20;1;1;0;0;0;0;0;0;0;0
-22,3455813;-49,0461771;09/11/2022;9;1;0;1;0;0;0;0;0;0;1
-22,28104782;-49,07684409;24/02/2023;21;1;0;0;0;0;0;0;0;0;0
-22,3511396;-49,0312325;25/06/2024;7;1;0;0;0;0;1;0;0;0;0
-22,3258962;-49,07970414;08/10/2024;0;1;0;0;0;0;0;0;0;0;0
-22,34748563;-49,10747377;15/02/2023;20;0;0;0;0;0;0;0;0;0;0
-22,344793;-49,069958;07/10/2023;7;0;0;0;0;0;0;0;0;0;0
-22,31402832;-49,07398397;14/11/2023;16;0;0;0;0;0;0;0;0;0;0
-22,31271364;-49,03158852;13/02/2022;0;0;0;0;0;0;0;0;0;0;0
-22,33064493;-49,07619882;01/03/2024;20;1;1;0;0;0;1;0;0;0;1
-22,33766854;-49,10318225;19/03/2022;18;0;0;0;0;0;0;0;0;0;0
-22,23984529;-49,19432772;29/10/2024;16;0;0;0;0;0;0;0;0;0;0
-22,30842706;-49,0679432;19/05/2023;0;0;0;0;0;0;0;0;0;0;0
-22,306778;-49,110504;07/08/2024;18;0;0;0;0;0;0;0;0;0;0
-22,33181416;-49,08619453;03/08/2022;6;0;0;0;0;0;0;0;0;0;0
-22,29377431;-49,06652578;08/03/2022;23;0;0;0;0;0;0;0;0;0;0
-22,3258962;-49,07970414;02/12/2022;1;1;0;0;0;0;0;0;0;0;0
-22,33180868;-49,07793576;08/02/2025;21;0;1;0;0;0;0;0;0;0;0
-22,3329637;-49,08231525;13/04/2022;10;0;0;0;0;0;0;0;0;0;0
-22,158629;-49,09189739;04/01/2025;7;0;0;0;0;0;0;0;0;0;0
-22,27740904;-49,06179008;02/11/2022;10;0;0;0;0;0;0;0;0;0;0
-22,3258962;-49,07970414;26/06/2024;10;1;0;0;0;0;1;0;0;0;1
-22,34276698;-49,0941867;19/09/2022;14;1;0;0;0;0;0;0;0;0;1
-22,3579007;-49,08641054;04/09/2023;22;0;0;0;0;0;0;0;0;0;0
-22,316926;-49,0655792;22/04/2023;13;0;0;0;0;0;0;0;0;0;0
-22,32093049;-49,10078747;28/02/2022;8;0;0;0;0;0;0;0;0;0;0
-22,29859332;-49,10764922;05/01/2022;18;0;0;0;0;0;0;0;0;0;0
-22,32011673;-49,06016831;21/08/2023;15;1;0;0;0;0;0;0;0;0;2
-22,36093153;-49,09993985;27/05/2022;4;1;0;0;0;0;0;0;0;0;1
-22,31777439;-49,08215961;19/02/2024;14;0;0;0;0;0;0;0;0;0;0
-22,31510342;-49,05940648;14/09/2022;1;0;0;0;0;0;0;0;0;0;0
-22,32447575;-49,06074177;20/04/2024;13;0;0;0;0;0;0;0;0;0;0
-22,32524759;-49,05779799;21/07/2022;14;1;0;0;0;0;1;0;0;0;1
-22,33189429;-49,07790756;12/06/2024;11;0;0;0;0;0;0;0;0;0;0
-22,33495571;-49,05324483;22/07/2024;3;0;1;0;0;0;0;0;0;0;0
-22,2962256;-49,0381145;18/05/2024;11;1;0;0;0;0;1;0;0;0;1
-22,34921172;-49,04477541;08/07/2024;22;0;1;1;0;0;0;0;0;0;0
-22,32022988;-49,02369825;09/02/2024;17;1;0;0;0;0;0;0;0;0;0
-22,30533352;-49,00176744;01/02/2022;2;0;0;0;0;0;0;0;0;0;0
-22,37428439;-49,04888508;12/01/2023;5;0;0;0;0;0;0;0;0;0;0
-22,27484731;-49,0791275;28/11/2023;1;0;1;0;0;0;0;0;0;0;0
-22,32287921;-49,07753217;04/03/2023;17;0;1;0;0;0;0;0;0;0;0
-22,302351;-49,09496;07/07/2023;12;0;1;0;0;0;0;0;0;0;0
-22,32627123;-49,069967;24/07/2024;18;0;0;0;0;0;0;0;0;0;0
-22,32002547;-49,06856044;24/03/2022;7;1;0;0;0;0;0;0;0;0;0
-22,34816561;-49,06381214;18/06/2022;16;1;0;0;0;0;0;0;0;0;0
-22,36066573;-49,03667511;10/04/2023;20;0;0;0;0;0;0;0;0;0;0
-22,32286474;-49,05331332;12/09/2024;2;0;0;0;0;0;0;0;0;0;0
-22,3411171;-49,0475313;26/09/2024;12;0;1;1;0;0;0;0;0;0;0
-22,35135145;-49,10057835;23/12/2022;22;1;1;0;0;0;0;0;0;0;0
-22,32078648;-49,07705604;25/05/2022;7;1;0;0;0;0;1;1;0;0;0
-22,32008989;-49,06851771;02/02/2025;3;0;0;0;0;0;0;0;0;0;0
-22,20353106;-49,07906899;26/11/2023;18;0;0;0;0;0;0;0;0;0;0
-22,37428439;-49,04888508;04/04/2022;3;0;1;0;0;0;0;0;0;0;0
-22,28181396;-49,08674314;21/10/2022;13;1;0;1;0;0;0;0;0;0;0
-22,31533622;-49,05630256;04/04/2022;2;0;1;0;0;0;0;0;0;0;0
-22,32499042;-49,07248226;03/09/2023;18;0;0;0;0;0;0;0;0;0;0
-22,36615441;-49,03840817;01/03/2023;22;0;0;1;0;0;0;0;0;0;0
-22,31825761;-49,05275876;06/06/2023;19;0;0;0;0;0;0;0;0;0;0
-22,31374651;-49,03381995;24/01/2022;20;0;0;0;0;0;0;0;0;0;0
-22,36884028;-49,05621755;01/01/2022;1;0;0;0;0;0;0;0;0;0;0
-22,3465696;-49,0795371;27/11/2024;17;1;0;0;0;0;1;0;0;0;1
-22,33132673;-49,02291751;31/12/2024;1;0;0;0;0;0;0;0;0;0;0
-22,29983687;-49,06568767;18/03/2022;11;0;0;1;0;0;0;0;0;0;0
-22,33657247;-49,03394534;05/05/2022;23;0;0;0;0;0;0;0;0;0;0
-22,3194223;-49,03305803;10/05/2022;21;0;0;0;0;0;0;0;0;0;0
-22,2878039;-49,08641655;19/12/2022;17;0;1;0;0;0;0;0;0;0;0
-22,35306994;-49,06525648;25/04/2022;4;0;1;0;0;0;0;0;0;0;0
-22,30532723;-49,12195014;17/08/2023;14;0;0;0;0;0;0;0;0;0;0
-22,31814675;-49,11399078;02/07/2022;22;1;0;0;0;0;0;0;0;0;0
-22,33182048;-49,08615552;29/05/2022;11;0;0;0;0;0;0;0;0;0;0
-22,30118956;-49,05021135;30/11/2022;23;1;1;0;0;0;1;0;0;0;0
-22,28880489;-49,07379922;28/06/2024;3;0;1;0;0;0;0;0;0;0;0
-22,31704102;-49,0498842;30/09/2023;19;1;0;0;0;0;0;0;0;0;1
-22,3258962;-49,07970414;07/04/2022;22;0;0;0;0;0;0;0;0;0;0
-22,31329744;-49,13314343;05/01/2022;22;0;0;0;0;0;0;0;0;0;0
-22,18701047;-49,21196958;17/10/2022;8;0;1;1;0;0;0;0;0;0;0
-22,3388092;-49,0539833;03/04/2024;20;0;0;0;0;0;0;0;0;0;0
-22,31060937;-49,02148453;15/02/2025;17;0;0;0;0;0;0;0;0;0;0
-22,34870917;-49,10505622;31/01/2024;4;0;0;0;0;0;0;0;0;0;0
-22,32043774;-49,02175604;28/03/2024;15;0;0;0;0;0;0;0;0;0;0
-22,32999157;-49,02588291;09/11/2024;13;0;0;0;0;0;0;0;0;0;0
-22,33757236;-49,11479843;22/11/2023;17;1;0;0;0;0;0;0;0;0;0
-22,2872902;-49,0347225;25/10/2024;7;0;1;0;0;0;0;0;0;0;0
-22,34899066;-49,05303999;20/01/2024;5;0;0;0;0;0;0;0;0;0;0
-22,31861188;-48,98610829;16/07/2022;8;1;0;1;0;0;1;0;0;1;0
-22,33683444;-49,08619491;14/12/2023;0;1;0;0;0;0;1;0;0;0;1
-22,16516871;-49,07961492;09/09/2022;11;0;0;0;0;0;0;0;0;0;0
-22,33613515;-49,09094933;21/05/2024;13;1;0;0;0;0;0;0;0;0;0
-22,30537;-49,120688;01/10/2023;20;1;0;0;0;0;0;0;0;0;0
-22,31336921;-49,03283512;27/01/2023;10;1;0;0;0;0;0;0;0;0;0
-22,1859893;-49,21189888;11/07/2024;15;0;0;0;0;0;0;0;0;0;0
-22,3404356;-49,0442291;17/06/2024;16;0;0;0;0;0;0;0;0;0;0
-22,3376112;-49,11514125;04/11/2022;23;0;1;0;0;0;0;0;0;0;0
-22,32159093;-49,00808318;22/10/2024;22;0;1;0;0;0;0;0;0;0;0
-22,29289169;-49,04683003;24/11/2023;21;0;0;0;0;0;0;0;0;0;0
-22,32088973;-49,10094413;25/01/2023;2;0;0;0;0;0;0;0;0;0;0
-22,32192265;-49,11444846;25/03/2023;9;1;0;0;0;0;1;0;0;0;0
-22,34439162;-49,10888629;26/07/2022;21;0;0;0;0;0;0;0;0;0;0
-22,303949;-48,99078209;21/05/2022;21;0;0;0;0;0;0;0;0;0;0
-22,31932777;-49,04515768;28/07/2023;4;0;0;0;0;0;0;0;0;0;0
-22,30302593;-49,05199283;01/06/2024;22;0;0;0;0;0;0;0;0;0;0
-22,22640314;-49,21951873;28/02/2023;14;0;1;0;0;0;0;0;0;0;0
