latitude,longitude,data,dia_semana,mes,is_weekend,hora,Sinistro,Chuva,tipo_via_num,tp_veiculo_bicicleta,tp_veiculo_caminhao,tp_veiculo_motocicleta,tp_veiculo_nao_disponivel,tp_veiculo_onibus,tp_veiculo_outros,tp_veiculo_automovel
"-22,157440565091985","-49,12235987153474",2022-06-20,0,6,0,11,0,0,"0,0",0,0,0,0,0,0,0
"-22,3179","-49,0518",2022-08-29,0,8,0,16,0,1,"0,0",0,0,0,0,0,0,0
"-22,31701221","-49,10736763",2023-12-23,5,12,1,20,1,0,"0,0",0,0,0,0,0,0,0
"-22,28780043","-49,08016493",2022-01-25,1,1,0,2,0,1,"1,0",0,0,0,0,0,0,0
"-22,28181396","-49,08674314",2024-12-12,3,12,0,6,0,0,"1,0",0,0,0,0,0,0,0
"-22,32024352","-49,06839941",2024-10-25,4,10,0,18,0,0,"0,0",0,0,0,0,0,0,0
"-22,34525295","-49,06941199",2023-01-19,3,1,0,1,0,1,"0,0",0,0,0,0,0,0,0
"-22,36358842228042","-49,10780441454892",2024-11-09,5,11,1,20,0,0,"0,0",0,0,0,0,0,0,0
"-22,3000669","-49,1128926",2023-03-04,5,3,1,13,1,0,"0,0",0,0,0,0,0,0,1
"-22,3258962","-49,07970414",2023-10-21,5,10,1,13,0,0,"0,0",0,0,0,0,0,0,0
"-22,309499642076876","-49,020303451170975",2025-09-03,2,9,0,7,0,0,"0,0",0,0,0,0,0,0,0
"-22,31460198","-49,05514331",2023-11-17,4,11,0,18,0,0,"1,0",0,0,0,0,0,0,0
"-22,3705937722827","-49,05179869874998",2023-04-27,3,4,0,21,0,0,"1,0",0,0,0,0,0,0,0
"-22,33180868","-49,07793576",2024-09-13,4,9,0,13,1,0,"0,0",0,0,0,0,0,0,0
"-22,323362537918364","-49,16313275808018",2024-06-23,6,6,1,23,0,0,"0,0",0,0,0,0,0,0,0
"-22,3553322","-49,0579886",2025-01-03,4,1,0,21,1,0,"0,0",0,0,0,0,0,0,0
"-22,308593405031495","-49,09758647209355",2024-06-10,0,6,0,23,0,0,"0,0",0,0,0,0,0,0,0
"-22,3258962","-49,07970414",2022-04-23,5,4,1,9,0,0,"0,0",0,0,0,0,0,0,0
"-22,33256271","-49,10887608",2025-05-10,5,5,1,16,0,0,"0,0",0,0,0,0,0,0,0
"-22,2333616","-49,1513674",2025-12-05,4,12,0,5,0,0,"1,0",0,0,0,0,0,0,0
"-22,32031503","-49,07734344",2022-07-27,2,7,0,14,0,0,"0,0",0,0,0,0,0,0,0
"-22,32008989","-49,06851771",2024-02-23,4,2,0,1,0,0,"0,0",0,0,0,0,0,0,0
"-22,29095508686509","-49,060116121597694",2024-08-28,2,8,0,17,0,1,"0,0",0,0,0,0,0,0,0
"-22,3258962","-49,07970414",2022-09-22,3,9,0,14,1,1,"0,0",0,0,0,0,0,0,0
"-22,3563402","-49,035627",2024-04-16,1,4,0,20,0,0,"1,0",0,0,0,0,0,0,0
"-22,32701519","-49,06236741",2024-10-24,3,10,0,9,1,0,"0,0",0,0,0,0,0,0,0
"-22,3272192","-49,0876304",2025-02-11,1,2,0,13,0,1,"0,0",0,0,0,0,0,0,0
"-22,319894240140016","-49,12154088270353",2023-11-19,6,11,1,18,0,1,"0,0",0,0,0,0,0,0,0
"-22,3051811","-49,1161285",2024-06-22,5,6,1,23,0,0,"0,0",0,0,0,0,0,0,0
"-22,345981618898865","-49,04590019806769",2025-05-20,1,5,0,3,0,0,"1,0",0,0,0,0,0,0,0
"-22,33209875","-49,08579095",2022-03-18,4,3,0,0,1,0,"0,0",0,0,0,0,0,0,1
"-22,333429784871143","-49,06761608488534",2022-12-11,6,12,1,2,0,0,"0,0",0,0,0,0,0,0,0
"-22,33196887","-49,08616206",2023-02-04,5,2,1,12,0,0,"0,0",0,0,0,0,0,0,0
"-22,3390694","-49,0463929",2024-02-03,5,2,1,0,0,0,"0,0",0,0,0,0,0,0,0
"-22,282509214955144","-49,048050097015995",2022-06-07,1,6,0,17,0,0,"0,0",0,0,0,0,0,0,0
"-22,31372686","-49,03376458",2023-03-03,4,3,0,10,0,0,"0,0",0,0,0,0,0,0,0
"-22,37131032","-49,06087265",2022-03-02,2,3,0,9,0,1,"0,0",0,0,0,0,0,0,0
"-22,30729812","-49,00799333",2023-06-15,3,6,0,9,0,0,"0,0",0,0,0,0,0,0,0
"-22,29698573","-49,03672675",2023-03-25,5,3,1,11,1,0,"0,0",0,0,1,0,0,0,1
"-22,3269695","-49,0803678",2022-06-20,0,6,0,5,0,1,"0,0",0,0,0,0,0,0,0
"-22,32802763","-49,0480621",2024-05-30,3,5,0,4,0,0,"0,0",0,0,0,0,0,0,0
"-22,280237502083352","-49,02830512114962",2022-09-27,1,9,0,1,0,0,"0,0",0,0,0,0,0,0,0
"-22,32030183","-49,07732956",2022-07-14,3,7,0,2,0,1,"0,0",0,0,0,0,0,0,0
"-22,33121291","-49,07918735",2023-04-20,3,4,0,13,0,1,"0,0",0,0,0,0,0,0,0
"-22,38144577","-49,02807575",2022-07-04,0,7,0,18,1,0,"1,0",0,1,0,0,0,1,1
"-22,32604485","-49,02524432",2023-01-11,2,1,0,10,0,0,"0,0",0,0,0,0,0,0,0
"-22,33388966","-49,11118683",2022-01-15,5,1,1,19,1,0,"0,0",0,0,0,0,0,0,0
"-22,30997631378237","-49,087895343230215",2025-05-23,4,5,0,22,0,0,"0,0",0,0,0,0,0,0,0
"-22,345312404883945","-48,94710302006204",2023-10-08,6,10,1,22,0,0,"0,0",0,0,0,0,0,0,0
"-22,35337984","-49,04992622",2024-06-27,3,6,0,9,1,0,"0,0",0,0,0,0,0,0,2
"-22,30657206","-49,09567945",2024-09-12,3,9,0,13,0,0,"0,0",0,0,0,0,0,0,0
"-22,29359305","-49,04351998",2024-09-07,5,9,1,6,1,0,"0,0",0,0,0,0,0,0,0
"-22,364634063340123","-49,03039310531201",2025-02-09,6,2,1,3,0,1,"0,0",0,0,0,0,0,0,0
"-22,3040166","-49,0819954",2023-12-08,4,12,0,22,1,0,"0,0",0,0,1,0,0,0,0
"-22,296153190574582","-49,15119787576608",2023-10-23,0,10,0,6,0,0,"0,0",0,0,0,0,0,0,0
"-22,313261324649066","-49,06897972020876",2025-05-22,3,5,0,12,0,1,"0,0",0,0,0,0,0,0,0
"-22,3501706","-49,0835969",2023-12-01,4,12,0,17,1,0,"0,0",0,0,0,0,0,0,0
"-22,32311356","-49,0523499",2023-05-15,0,5,0,18,1,0,"1,0",0,0,0,0,0,0,4
"-22,31650432698225","-49,06801033562473",2025-02-22,5,2,1,12,0,1,"0,0",0,0,0,0,0,0,0
"-22,2333616","-49,1513674",2023-05-15,0,5,0,21,1,0,"1,0",0,0,0,0,0,0,1
"-22,342762361009605","-49,089333560527386",2023-08-27,6,8,1,1,0,0,"0,0",0,0,0,0,0,0,0
"-22,31038723245032","-49,06051324155232",2023-02-28,1,2,0,18,0,0,"0,0",0,0,0,0,0,0,0
"-22,33180868","-49,07793576",2024-11-05,1,11,0,15,0,0,"0,0",0,0,0,0,0,0,0
"-22,33063204","-49,07614039",2023-03-18,5,3,1,14,0,0,"0,0",0,0,0,0,0,0,0
"-22,113779806595637","-49,08925571871546",2022-12-30,4,12,0,5,0,0,"0,0",0,0,0,0,0,0,0
"-22,31544078","-49,13716185",2022-02-20,6,2,1,3,0,0,"0,0",0,0,0,0,0,0,0
"-22,31783186","-49,06908195",2024-12-05,3,12,0,8,0,0,"0,0",0,0,0,0,0,0,0
